CHARGER_ID,OSM_ID,geometry,LON,LAT,PLUG_COUNT,PLUG_POWER,CHARGER_TYPE
153,way/205123041,"POLYGON ((9.070732 49.2111204, 9.0706693 49.2111116, 9.0706235 49.2111031, 9.0694823 49.210944, 9.0694312 49.2109368, 9.0692864 49.2103519, 9.0693163 49.2103592, 9.0693966 49.2103857, 9.0694135 49.2103788, 9.0694981 49.210379, 9.0700403 49.2104838, 9.0706313 49.2106301, 9.0707186 49.210651, 9.0709238 49.2106974, 9.0709752 49.2107134, 9.0708674 49.2111215, 9.070732 49.2111204))",9.070107259018936,49.2107634749457,5,100,DC
154,way/206003077,"POLYGON ((8.4279727 52.9146601, 8.4279556 52.914723, 8.4279308 52.914814, 8.4275983 52.91484, 8.4273139 52.9148915, 8.4270396 52.9150174, 8.4265356 52.9152801, 8.4257311 52.9152683, 8.4257419 52.9151661, 8.4255687 52.9151784, 8.4251189 52.9150626, 8.4249449 52.9151461, 8.4247735 52.9151443, 8.4236685 52.9151328, 8.4231043 52.9151269, 8.423074 52.9152411, 8.422973 52.9152793, 8.4229483 52.9155555, 8.4230352 52.9156439, 8.4220746 52.915614, 8.4220937 52.9149428, 8.4215433 52.9146955, 8.4212107 52.9146571, 8.4212294 52.9145883, 8.4212453 52.9145301, 8.4279727 52.9146601))",8.42432295758695,52.91492296741027,5,100,DC
155,way/206657445,"POLYGON ((11.4942749 53.4267608, 11.492966 53.4266025, 11.4926469 53.4265605, 11.4924596 53.4265313, 11.4924185 53.4264877, 11.4924936 53.4262126, 11.4927519 53.4253231, 11.4928023 53.425169, 11.4929124 53.4251049, 11.4933035 53.4250975, 11.4942237 53.4251906, 11.4944306 53.4252003, 11.4944562 53.4251541, 11.4945485 53.4251697, 11.49454 53.4253209, 11.4944412 53.4256449, 11.4946442 53.4256615, 11.4943067 53.4265576, 11.4942749 53.4267608))",11.49354663959912,53.42590771577492,5,100,DC
156,way/206812377,"POLYGON ((9.4132239 49.326902, 9.4131417 49.3266923, 9.4128953 49.3265027, 9.4127412 49.3263421, 9.4125598 49.3262528, 9.4125495 49.3260119, 9.4125475 49.3257992, 9.4125667 49.3257058, 9.4125935 49.3255752, 9.4127629 49.325449, 9.4127508 49.3251903, 9.4126128 49.3251698, 9.4126056 49.3250467, 9.4124856 49.3249211, 9.4123393 49.3249174, 9.4120803 49.3248312, 9.4119012 49.3247659, 9.4116858 49.3245719, 9.4111751 49.3240939, 9.4109839 49.3239314, 9.4109186 49.3238352, 9.4108968 49.323739, 9.4109307 49.3236569, 9.4110251 49.3235954, 9.4111465 49.3235727, 9.4111703 49.323567, 9.4112958 49.3234955, 9.411339 49.3234709, 9.4115765 49.3234749, 9.4125984 49.3243672, 9.4127861 49.3245548, 9.4128442 49.3245838, 9.4130496 49.3246017, 9.4130941 49.3246485, 9.4130804 49.3247734, 9.4128511 49.3247768, 9.412923 49.3248348, 9.4129709 49.3249318, 9.4131078 49.3249787, 9.4132413 49.3249608, 9.413421 49.3248459, 9.4135391 49.3246697, 9.4136112 49.3247705, 9.4136684 49.3248505, 9.4136003 49.325358, 9.4135177 49.3260444, 9.4134103 49.3268896, 9.4133786 49.3268917, 9.4132239 49.326902))",9.412548319289078,49.32502782690498,5,100,DC
157,way/206812378,"POLYGON ((9.4143407 49.3242806, 9.4142736 49.3242848, 9.4142538 49.324286, 9.4141772 49.3242908, 9.4141859 49.3238682, 9.4141275 49.3233143, 9.414037 49.3228441, 9.4139552 49.3225395, 9.4140399 49.3225159, 9.4142356 49.3224615, 9.4144459 49.3226671, 9.4148197 49.3228936, 9.4151062 49.3232881, 9.4151001 49.3234345, 9.4151047 49.3235573, 9.4149919 49.3235745, 9.4150507 49.3237064, 9.4151264 49.3237608, 9.4152283 49.3237829, 9.4153334 49.3237678, 9.4154199 49.3237245, 9.4154817 49.3236701, 9.41548 49.3234263, 9.4158445 49.322919, 9.4160655 49.3223672, 9.4162074 49.32233, 9.4163856 49.3222904, 9.4164667 49.3222994, 9.4165833 49.3223123, 9.4168391 49.3223674, 9.4169555 49.3224237, 9.4170303 49.3225333, 9.417004 49.3227489, 9.4167746 49.3231745, 9.4163961 49.3236098, 9.4161839 49.3237375, 9.4159227 49.3238065, 9.4155961 49.3238051, 9.4152168 49.3239332, 9.4146977 49.3241085, 9.4143407 49.3242806))",9.415428985910749,49.323231276664025,5,100,DC
158,way/207233633,"POLYGON ((12.150145 48.9955295, 12.1506096 48.9956037, 12.150752 48.9956265, 12.1511473 48.9956896, 12.1505118 48.9974213, 12.1498119 48.9973256, 12.1499895 48.9968251, 12.1500154 48.9967523, 12.1497096 48.9967034, 12.1497198 48.9966759, 12.150126 48.9955807, 12.150145 48.9955295))",12.150387576056039,48.99642066581072,5,100,DC
159,way/210612562,"POLYGON ((8.5528891 49.6451553, 8.5527122 49.6450703, 8.5531756 49.6420227, 8.5534323 49.6420399, 8.5534856 49.6421372, 8.5536568 49.6423355, 8.5538146 49.6424833, 8.5539459 49.6425904, 8.554196 49.6427957, 8.5542235 49.6428183, 8.5541341 49.6434919, 8.5541037 49.6435387, 8.5540676 49.643572, 8.554001 49.6436028, 8.5539021 49.6436286, 8.5544141 49.643972, 8.5544126 49.6442898, 8.5543261 49.6448192, 8.5539446 49.6449289, 8.5538901 49.6451462, 8.5530069 49.6455747, 8.5528708 49.6455591, 8.5528891 49.6451553))",8.553525213099638,49.643910300571434,5,100,DC
160,way/210612566,"POLYGON ((8.5522845 49.6451162, 8.5520763 49.6451161, 8.5520412 49.6450367, 8.5519672 49.6449233, 8.5518206 49.6448049, 8.5516494 49.6446824, 8.5515597 49.6445189, 8.5515023 49.644283, 8.5512952 49.6442673, 8.5514055 49.6435149, 8.5516422 49.6434557, 8.5516211 49.6433558, 8.5516103 49.6431145, 8.551656 49.6427331, 8.5517017 49.6425737, 8.551765 49.6424701, 8.5518389 49.6423961, 8.5522769 49.6421181, 8.5524172 49.6420343, 8.552484 49.6419944, 8.5526212 49.6418673, 8.5526959 49.6418744, 8.5527503 49.6418795, 8.5522845 49.6451162))",8.5520592385586,49.64350237669724,5,100,DC
161,way/216234620,"POLYGON ((11.7597159 48.1254885, 11.7596326 48.1255364, 11.7595493 48.1256206, 11.7595324 48.1259209, 11.7594206 48.1259984, 11.7593626 48.125939, 11.7592389 48.1240491, 11.7589468 48.1220611, 11.7590449 48.1220095, 11.7591873 48.121934, 11.7600893 48.1225484, 11.7602427 48.1227384, 11.7603739 48.1230111, 11.7605698 48.1230395, 11.760714 48.1229605, 11.7610966 48.1225817, 11.7612204 48.1225225, 11.7613036 48.1225003, 11.7613387 48.1225015, 11.7615051 48.1225435, 11.7620041 48.1228495, 11.762054 48.1229395, 11.7622121 48.1242544, 11.7622148 48.1242843, 11.7622079 48.1243241, 11.7621637 48.1243754, 11.761775 48.1245497, 11.7616631 48.1248154, 11.7615734 48.1249012, 11.7602205 48.1255181, 11.7600911 48.1255218, 11.7599876 48.1255181, 11.7598434 48.1254836, 11.7597159 48.1254885))",11.760470202351081,48.1238723332129,5,100,DC
162,way/216234621,"POLYGON ((11.7565439 48.1258994, 11.7559154 48.1251221, 11.7557528 48.1247298, 11.7559894 48.124372, 11.7561187 48.1240919, 11.756165 48.1240179, 11.7565069 48.1237662, 11.7567082 48.1236841, 11.7569891 48.123636, 11.7570667 48.1236212, 11.7571573 48.123546, 11.7570945 48.1231474, 11.7570316 48.1225281, 11.757052 48.1223541, 11.7575362 48.1221333, 11.7577229 48.1220444, 11.7578079 48.1219025, 11.7580188 48.1218132, 11.7581665 48.1218754, 11.758598 48.1254171, 11.7585521 48.1254613, 11.7582552 48.1254854, 11.7581663 48.1255019, 11.7581359 48.125507, 11.7580303 48.125965, 11.757878 48.1262405, 11.7574087 48.1262837, 11.7569854 48.1262417, 11.7567137 48.1260505, 11.7565439 48.1258994))",11.757379820549826,48.124352321523304,5,100,DC
163,way/216996611,"POLYGON ((8.2201453 53.0456639, 8.2200012 53.0453393, 8.2197391 53.0447329, 8.2198088 53.0445754, 8.2205641 53.0437285, 8.220657 53.0441806, 8.2219085 53.0466091, 8.2216681 53.0466486, 8.2213293 53.0465117, 8.2211899 53.0463763, 8.2211069 53.0463264, 8.2209912 53.0463101, 8.2208853 53.0463366, 8.2207191 53.046428, 8.2204861 53.0462595, 8.2203492 53.0459832, 8.2202993 53.0459917, 8.2201453 53.0456639))",8.220700910964563,53.04534779419306,5,100,DC
164,way/217024136,"POLYGON ((9.6735033 54.3635619, 9.6734772 54.3640104, 9.6742068 54.3642541, 9.6739286 54.3643678, 9.6736996 54.3644614, 9.6737886 54.3647518, 9.6734905 54.3652805, 9.6731168 54.3654127, 9.6726764 54.3653116, 9.6722582 54.3657574, 9.671751 54.3662292, 9.6711326 54.3659855, 9.6700738 54.3668357, 9.6697688 54.3669182, 9.6692928 54.3670089, 9.6690946 54.3669365, 9.6690125 54.3669065, 9.6732144 54.3634148, 9.6733033 54.3634601, 9.6735033 54.3635619))",9.67193629644276,54.36521661183879,5,100,DC
165,way/217024137,"POLYGON ((9.6701275 54.3650956, 9.6699883 54.3644622, 9.669207 54.3642002, 9.6709163 54.3630256, 9.6710426 54.3629518, 9.6717418 54.3625432, 9.6722927 54.362743, 9.6728491 54.3627528, 9.6731526 54.3626775, 9.6732722 54.3627345, 9.6733999 54.3627954, 9.6703383 54.3651693, 9.6702557 54.3651404, 9.6701275 54.3650956))",9.671189956472839,54.3637038420268,5,100,DC
166,way/217667294,"POLYGON ((10.0413714 53.3330705, 10.0413437 53.332883, 10.0413223 53.3326834, 10.0413974 53.3326535, 10.0413691 53.3322651, 10.0422529 53.3312948, 10.0426595 53.3308422, 10.0428457 53.3307378, 10.0430118 53.3306343, 10.0432758 53.3304347, 10.0439949 53.3298475, 10.0440163 53.3297711, 10.0441877 53.329709, 10.0443966 53.3296245, 10.0445183 53.3295604, 10.0446207 53.3294961, 10.044773 53.3294775, 10.0450062 53.3294775, 10.0452285 53.3294464, 10.0454038 53.3293997, 10.0455643 53.3293479, 10.0453983 53.329491, 10.0453014 53.3295745, 10.045075 53.3297235, 10.0449705 53.3298574, 10.0440162 53.3306361, 10.0433778 53.3312469, 10.042783 53.3318447, 10.0423824 53.3322723, 10.0420316 53.3326742, 10.0416796 53.3331135, 10.0415511 53.333073, 10.0413714 53.3330705))",10.043031318570051,53.33117389421669,5,100,DC
167,way/217670991,"POLYGON ((10.0385684 53.3493845, 10.0384033 53.3493825, 10.0384934 53.3487503, 10.0387918 53.3458995, 10.0387969 53.3456556, 10.0388295 53.3454424, 10.0399226 53.3467124, 10.0399201 53.3467357, 10.0398026 53.347804, 10.0394881 53.3482427, 10.0393695 53.3484185, 10.0393259 53.3488221, 10.0392086 53.3488242, 10.0391972 53.3488894, 10.0391204 53.3489875, 10.0387895 53.3491488, 10.0386259 53.3492833, 10.0385684 53.3493845))",10.03912449602046,53.34746607581357,5,100,DC
168,way/217933576,"POLYGON ((9.967366 53.4230345, 9.967479 53.4229696, 9.9675592 53.4229913, 9.9677542 53.4230442, 9.9676357 53.4231719, 9.9675001 53.4234657, 9.9674468 53.4237048, 9.9673448 53.4240341, 9.9673395 53.4243058, 9.9672295 53.4244312, 9.9662505 53.4244488, 9.9654646 53.424496, 9.9651521 53.4245695, 9.9640484 53.4250817, 9.9631619 53.4251201, 9.9630804 53.4250769, 9.963005 53.425037, 9.9645808 53.4243785, 9.965812 53.4238167, 9.966803 53.423334, 9.967366 53.4230345))",9.965896903291574,53.42414350932962,5,100,DC
169,way/217938424,"POLYGON ((9.9620429 53.4250373, 9.9619614 53.4250082, 9.9617116 53.4249189, 9.9619314 53.4246349, 9.9620588 53.424304, 9.9621601 53.4241804, 9.9624098 53.4239995, 9.9634539 53.423551, 9.9635132 53.4235253, 9.9641505 53.4232483, 9.9645647 53.4235554, 9.9651186 53.4232861, 9.9652863 53.4232573, 9.9654727 53.4232557, 9.9657221 53.4232605, 9.9659032 53.4232357, 9.9661566 53.4231206, 9.966192 53.4231462, 9.9662264 53.423171, 9.9657074 53.4234251, 9.9650026 53.4237572, 9.9643917 53.4240361, 9.9637661 53.4243118, 9.9631921 53.4245551, 9.9624894 53.4248484, 9.962077 53.4250182, 9.9620429 53.4250373))",9.963542501069059,53.42401835217509,5,100,DC
170,way/218265623,"POLYGON ((8.2190709 53.0393112, 8.2191038 53.0392916, 8.2191966 53.0392395, 8.2195273 53.0395187, 8.219886 53.0397821, 8.2201312 53.0399485, 8.2205537 53.0401686, 8.2208938 53.0403249, 8.2210757 53.0404395, 8.221223 53.0405945, 8.2212945 53.040782, 8.221509 53.0412171, 8.2216173 53.0414671, 8.2216888 53.0416416, 8.2216974 53.0418513, 8.2216844 53.0420363, 8.2216844 53.042229, 8.2215701 53.0422182, 8.2214915 53.042243, 8.2210166 53.0427938, 8.2207438 53.0426973, 8.2205905 53.0426536, 8.2206262 53.0423702, 8.2202081 53.0413869, 8.2198952 53.0406674, 8.2195669 53.0399347, 8.2193697 53.0395999, 8.2190709 53.0393112))",8.220682318252775,53.04117864077367,5,100,DC
171,way/218280479,"POLYGON ((7.7369848 52.1465444, 7.73692 52.146606, 7.736755 52.1466603, 7.7367846 52.1467124, 7.736817 52.1467691, 7.7368328 52.1467969, 7.7370406 52.1467609, 7.7373131 52.1471798, 7.7374375 52.147423, 7.7375065 52.1478387, 7.7375376 52.147946, 7.737447 52.147948, 7.7373781 52.1479495, 7.7366917 52.1473512, 7.7366639 52.1473754, 7.7366256 52.1473735, 7.736617 52.1473485, 7.7365607 52.147363, 7.7361824 52.1474507, 7.7357972 52.147407, 7.7357616 52.147484, 7.7357102 52.1474809, 7.7355955 52.147771, 7.7356142 52.1477957, 7.7355617 52.14779, 7.734309 52.1476642, 7.733631 52.1474375, 7.733204 52.1466934, 7.7328511 52.1462305, 7.7358405 52.1456672, 7.7359858 52.1455711, 7.7361285 52.1456314, 7.7364251 52.1456931, 7.736992 52.1464608, 7.7369848 52.1465444))",7.7352462000403905,52.14674587988168,5,100,DC
172,way/218287045,"POLYGON ((7.3374356 51.4951858, 7.3368534 51.4954093, 7.3368378 51.4953771, 7.3368234 51.4953472, 7.3371728 51.4951206, 7.3375627 51.4948957, 7.3377699 51.4947767, 7.3378329 51.4947119, 7.3378924 51.4946281, 7.3380284 51.4943731, 7.3380517 51.4943334, 7.3380841 51.4942918, 7.3381412 51.4942427, 7.3382016 51.494213, 7.3382671 51.4941875, 7.3389173 51.4940058, 7.3389826 51.4939838, 7.339041 51.4939574, 7.3391429 51.4938979, 7.3394193 51.4937204, 7.3395711 51.4936461, 7.3397449 51.4936195, 7.3400859 51.4935788, 7.3417763 51.4934756, 7.3421075 51.4934687, 7.3421743 51.4934779, 7.342277 51.493507, 7.3425285 51.4935905, 7.3426523 51.4936478, 7.3427567 51.4936705, 7.3429724 51.4937207, 7.3430014 51.4937606, 7.3430369 51.4938005, 7.342214 51.4939744, 7.3412242 51.4942054, 7.340251 51.4944509, 7.3401484 51.4944493, 7.3392241 51.4946998, 7.3391725 51.4947375, 7.3377765 51.4951454, 7.3375699 51.4951502, 7.3374356 51.4951858))",7.339941973286955,51.494173299384215,5,100,DC
173,way/218549417,"POLYGON ((8.8927704 53.0342449, 8.8929363 53.034191, 8.893522 53.0341106, 8.8938008 53.0347384, 8.8940811 53.0353721, 8.8940968 53.0354598, 8.8940132 53.0355039, 8.892809 53.0356712, 8.8919282 53.035406, 8.8910866 53.035262, 8.8902153 53.0351973, 8.8896455 53.0351975, 8.8889775 53.0352341, 8.8880552 53.0353396, 8.8880535 53.0353099, 8.8880153 53.0348768, 8.8880126 53.0348063, 8.8880271 53.0347635, 8.8880627 53.034743, 8.8888133 53.0346986, 8.8892979 53.0346685, 8.8896653 53.0346353, 8.8900617 53.0346012, 8.8904962 53.034545, 8.8927704 53.0342449))",8.89154893334692,53.034922407564835,5,100,DC
174,way/220343280,"POLYGON ((6.8969255 49.6916248, 6.8971671 49.6914686, 6.8971566 49.6914029, 6.8989805 49.6900169, 6.9004193 49.6888959, 6.9005768 49.6889819, 6.9005348 49.6891586, 6.9005873 49.6896953, 6.9005383 49.6898403, 6.8997051 49.6904314, 6.8992675 49.6908209, 6.8981578 49.6915546, 6.8977972 49.6916407, 6.8970516 49.6917041, 6.8969742 49.6916555, 6.8969255 49.6916248))",6.89901281708671,49.69044583742013,5,100,DC
175,way/220343282,"POLYGON ((6.8957692 49.6917473, 6.8955181 49.6916581, 6.8955168 49.6914548, 6.8955194 49.6912293, 6.8955657 49.6910921, 6.8956745 49.690932, 6.8958352 49.6907418, 6.8960257 49.6905983, 6.8965248 49.690261, 6.8965777 49.6902668, 6.8966492 49.69028, 6.8966978 49.6902452, 6.8980603 49.6893026, 6.8982687 49.6892445, 6.8984323 49.6892266, 6.8986343 49.6892104, 6.8990303 49.6891834, 6.8991095 49.6891681, 6.8991546 49.6891995, 6.8992644 49.6892726, 6.8958547 49.6917767, 6.8957692 49.6917473))",6.897125262368313,49.69039776497051,5,100,DC
176,way/220944902,"POLYGON ((8.1169057 52.8291925, 8.1169138 52.828376, 8.1186478 52.8283246, 8.1188132 52.8284151, 8.1201271 52.8283806, 8.1198671 52.8286759, 8.1196409 52.8288941, 8.1195997 52.8289206, 8.1195606 52.8289407, 8.1195228 52.8289517, 8.1194751 52.828963, 8.1193802 52.8289729, 8.1185676 52.8290564, 8.1172947 52.8291714, 8.1169057 52.8291925))",8.118276670454192,52.82871640834238,5,100,DC
177,way/221160721,"POLYGON ((9.9283261 54.0906445, 9.928407 54.0903426, 9.9283313 54.0901523, 9.9283294 54.0900631, 9.9283854 54.0899734, 9.928696 54.0896795, 9.9288278 54.0895293, 9.9290551 54.0895611, 9.9291415 54.0896915, 9.9294439 54.0902157, 9.9297591 54.0907246, 9.9304672 54.0918666, 9.9309003 54.0925777, 9.9309701 54.0927538, 9.9310961 54.0929694, 9.9312021 54.093, 9.9318926 54.0941071, 9.9318577 54.0941269, 9.9317667 54.0941475, 9.9316235 54.0940549, 9.9314234 54.0939722, 9.9312477 54.0939283, 9.9308146 54.0938006, 9.9304878 54.093605, 9.9303605 54.0934096, 9.9301887 54.0931429, 9.9300842 54.0929348, 9.9303719 54.0928994, 9.9303247 54.0928368, 9.928801 54.0926913, 9.9283823 54.0926513, 9.9282262 54.0924998, 9.9281913 54.0924337, 9.9281967 54.0923574, 9.9281272 54.0922946, 9.9282114 54.0917376, 9.9282557 54.0916676, 9.9283314 54.0911285, 9.9282946 54.091123, 9.9281625 54.0910483, 9.9283261 54.0906445))",9.929569930195946,54.09184605817213,5,100,DC
178,way/221251710,"POLYGON ((8.6092689 49.9484931, 8.6092209 49.9484907, 8.6092283 49.9483717, 8.6091113 49.9481577, 8.6088583 49.9479451, 8.6086944 49.9478173, 8.6086085 49.9476909, 8.6086131 49.9475837, 8.6086804 49.9474938, 8.6087573 49.9474377, 8.6087553 49.9474087, 8.6085738 49.9473573, 8.608585 49.9473268, 8.6086195 49.9472143, 8.6086733 49.9469907, 8.6088397 49.9470062, 8.6088548 49.9469334, 8.6088683 49.9468685, 8.6080608 49.9469659, 8.6079279 49.9464853, 8.6080367 49.9463799, 8.6083968 49.9463296, 8.6085225 49.946312, 8.6088481 49.9462653, 8.608885 49.9462141, 8.6089325 49.9460313, 8.6089828 49.9458228, 8.6090114 49.9457045, 8.6090822 49.9454114, 8.6091481 49.9451783, 8.6092365 49.945093, 8.6093912 49.9450105, 8.6097924 49.9448778, 8.6098953 49.9448457, 8.6100416 49.9447702, 8.6100985 49.944764, 8.6101741 49.9448102, 8.6100356 49.9454487, 8.6093105 49.9484942, 8.6092689 49.9484931))",8.609210337427829,49.94650135171924,5,100,DC
179,way/221257687,"POLYGON ((9.8817204 50.2666609, 9.8820448 50.2654222, 9.882241 50.2646534, 9.8825348 50.2633699, 9.8826623 50.2632873, 9.8828158 50.2632312, 9.8829871 50.2644285, 9.8836142 50.264552, 9.8838715 50.2647262, 9.8836612 50.265046, 9.8837712 50.265861, 9.8847261 50.2661851, 9.884887 50.2660393, 9.885056 50.2660548, 9.8851097 50.2662656, 9.8849165 50.2663514, 9.884761 50.2667491, 9.8844391 50.2668246, 9.884311 50.2670035, 9.8840109 50.2669739, 9.8834326 50.268886, 9.8827038 50.2697136, 9.8824425 50.2697989, 9.8808628 50.2699254, 9.8804712 50.2698595, 9.880844 50.2690831, 9.8816494 50.2669609, 9.8817204 50.2666609))",9.882647500924254,50.267160629224534,5,100,DC
180,way/221257688,"POLYGON ((9.8799954 50.2629854, 9.8804076 50.262032, 9.8805714 50.2619483, 9.8816917 50.2616754, 9.8817656 50.2616639, 9.8818697 50.2614823, 9.8819867 50.2615301, 9.8819837 50.2616299, 9.881662 50.2639466, 9.8814673 50.2648931, 9.8812278 50.2660886, 9.8811774 50.2661294, 9.8809798 50.2660549, 9.8807867 50.2656572, 9.880466 50.2652965, 9.8804628 50.2652295, 9.8804584 50.2651372, 9.8804473 50.2649033, 9.8805078 50.2643678, 9.8800524 50.2641163, 9.879836 50.2636179, 9.8799954 50.2629854))",9.88096641707681,50.26355390694688,5,100,DC
181,way/224226652,"POLYGON ((8.1323738 51.5486505, 8.1319692 51.5485557, 8.1317025 51.5484909, 8.1315124 51.5484466, 8.1313078 51.5483899, 8.1312203 51.5483612, 8.1311208 51.5483384, 8.1310748 51.5482736, 8.1308909 51.5480391, 8.1307545 51.5478666, 8.1306618 51.547778, 8.1306127 51.5477422, 8.1304641 51.5476488, 8.1307116 51.5475049, 8.1354553 51.5487206, 8.1354219 51.5488119, 8.1353878 51.548905, 8.1352077 51.548886, 8.1350905 51.5488864, 8.1349702 51.5488888, 8.1347893 51.5489203, 8.1339256 51.5491557, 8.1334525 51.5491357, 8.1333662 51.5490866, 8.1329524 51.5489927, 8.1327585 51.5489336, 8.132642 51.5488707, 8.132556 51.5488076, 8.1325033 51.5487668, 8.1324566 51.5487306, 8.1323738 51.5486505))",8.132864792810857,51.548425213454564,5,100,DC
182,way/224644783,"POLYGON ((10.3473455 50.4210955, 10.3473622 50.421093, 10.3474987 50.4210729, 10.3476298 50.4210527, 10.3477746 50.4210254, 10.348075 50.4209741, 10.3484827 50.4208887, 10.3488582 50.4209263, 10.3490312 50.4209263, 10.3490369 50.4209263, 10.3493303 50.4209263, 10.3498131 50.4208784, 10.350607 50.4208921, 10.351235 50.4209924, 10.3519803 50.4213501, 10.3525651 50.4218422, 10.3526777 50.422102, 10.3527206 50.422372, 10.3527582 50.4226318, 10.3527408 50.4228445, 10.3526736 50.4228836, 10.3526321 50.4229078, 10.3523448 50.4227643, 10.3522319 50.4227159, 10.3521262 50.422726, 10.3502627 50.4221071, 10.3501916 50.4220361, 10.350081 50.4220125, 10.3499252 50.4219432, 10.3497638 50.4218645, 10.3496285 50.4218198, 10.3494379 50.4217733, 10.3473455 50.4210955))",10.35063524925916,50.421650370019144,5,100,DC
183,way/224644787,"POLYGON ((10.3557244 50.424262, 10.3540993 50.4239578, 10.3539225 50.4239966, 10.3536111 50.4240057, 10.3531873 50.4239613, 10.3529942 50.4239681, 10.3528118 50.4239852, 10.352667 50.4239749, 10.3525868 50.4240376, 10.3524259 50.4240957, 10.3518462 50.4239442, 10.3515458 50.4238758, 10.351004 50.4239578, 10.3507146 50.4240035, 10.3503015 50.4239659, 10.3500655 50.4239283, 10.349856 50.4238416, 10.3498077 50.4237664, 10.3497863 50.4235614, 10.3497866 50.4234498, 10.3494754 50.4233473, 10.3483435 50.4229713, 10.3481877 50.4228471, 10.3481287 50.4227138, 10.3481501 50.4224267, 10.3481394 50.4222148, 10.3480536 50.4220917, 10.3477639 50.4219584, 10.3474206 50.4217329, 10.3472489 50.4216543, 10.3467232 50.4215483, 10.347057 50.4214156, 10.3471113 50.421394, 10.3480321 50.4218388, 10.3513152 50.4229667, 10.3534934 50.4236173, 10.3551719 50.4240467, 10.3557244 50.424262))",10.350612986540781,50.42316559070426,5,100,DC
184,way/237037534,"POLYGON ((7.0841047 50.8979251, 7.0836772 50.8981235, 7.0821604 50.8989413, 7.0815038 50.8993366, 7.0818186 50.8988376, 7.0819385 50.898394, 7.0828563 50.8978879, 7.0832281 50.8979092, 7.0841047 50.8979251))",7.082649855425733,50.89839919679371,5,100,DC
185,way/237038619,"POLYGON ((7.086259 50.8970799, 7.0866215 50.8971528, 7.0864874 50.8974514, 7.086331 50.897747, 7.0862085 50.8979327, 7.085869 50.8981706, 7.0855352 50.8984114, 7.0853032 50.8985282, 7.0850094 50.8986178, 7.0845662 50.8986499, 7.0844026 50.8986593, 7.0844007 50.8986309, 7.084398 50.898595, 7.0841123 50.8986229, 7.0841319 50.8983197, 7.08427 50.8981817, 7.084402 50.8981044, 7.0848767 50.8978295, 7.0858256 50.8972865, 7.086259 50.8970799))",7.085391080042403,50.89795357410519,5,100,DC
186,way/238371729,"POLYGON ((11.0873862 52.2155262, 11.0864937 52.2153939, 11.086403 52.2153903, 11.0854817 52.2155191, 11.0853679 52.2155306, 11.0852754 52.2155357, 11.0843998 52.2154134, 11.0843239 52.2154009, 11.0841703 52.2153762, 11.0840867 52.2153915, 11.0836674 52.2155954, 11.0837313 52.215847, 11.0833617 52.2158769, 11.0833324 52.2158794, 11.0833165 52.2158313, 11.0830581 52.2158644, 11.08311 52.2160254, 11.0826741 52.2160571, 11.0825992 52.216062, 11.0825658 52.2160814, 11.0825154 52.216099, 11.0824384 52.2161193, 11.0823434 52.2161339, 11.0818361 52.2161656, 11.0792253 52.2163381, 11.0791612 52.2163403, 11.079118 52.2163372, 11.0790576 52.2163266, 11.0789863 52.2163045, 11.0789438 52.2162838, 11.0789165 52.2162587, 11.0788942 52.2162327, 11.0788697 52.2161947, 11.0787603 52.2162693, 11.0786833 52.2163076, 11.0785991 52.2163438, 11.0785084 52.2163685, 11.0784587 52.2163804, 11.0783882 52.2163905, 11.078296 52.2163985, 11.0777526 52.216428, 11.0775718 52.216429, 11.0772156 52.2164002, 11.0770854 52.2163945, 11.0769947 52.2163958, 11.0768889 52.2163999, 11.0764527 52.2164324, 11.0762598 52.2164501, 11.0760539 52.2164734, 11.075884 52.2165003, 11.0756472 52.2165431, 11.0754261 52.2165851, 11.0752933 52.2165011, 11.0752837 52.2163905, 11.0761496 52.2163208, 11.0769461 52.2162613, 11.0770147 52.2162305, 11.077097 52.2161742, 11.0792927 52.2145787, 11.0800223 52.2140741, 11.0802563 52.213932, 11.0805027 52.2138316, 11.0807114 52.213758, 11.0812493 52.2136439, 11.0817483 52.2135896, 11.0819633 52.2135143, 11.0820364 52.2134498, 11.0820785 52.2133661, 11.082067 52.213284, 11.0819598 52.2132229, 11.082303 52.2131903, 11.0824209 52.2132988, 11.0821682 52.2139235, 11.0813941 52.2138056, 11.0812332 52.2141964, 11.0820051 52.2143156, 11.0818436 52.2147261, 11.0818211 52.2147832, 11.0818561 52.2148131, 11.0819139 52.2148211, 11.0824311 52.2149003, 11.0825694 52.2149965, 11.0826626 52.2150333, 11.0837136 52.2151936, 11.0839151 52.2152061, 11.0844133 52.2152843, 11.0847773 52.2153394, 11.0861245 52.2152306, 11.0863814 52.2152726, 11.0865513 52.2152285, 11.0867506 52.215288, 11.0868178 52.2152339, 11.0869954 52.2152647, 11.0870047 52.2153185, 11.0873328 52.2153666, 11.0876363 52.215386, 11.087821 52.2153965, 11.0881721 52.2153812, 11.0873862 52.2155262))",11.080787010724965,52.21531483817924,5,100,DC
